DADO COMPLETO,CEP,RUA,BAIRRO,TIPO DE SUBDIVISAO,SUBDIVISÕES,MUNICIPIO,ESTADO
542103143a Travessa Paes de Andrade,54210314,3a Travessa Paes de Andrade,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210315Vila Paes de Andrade,54210315,Vila Paes de Andrade,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210320Rua Quatro de Outubro,54210320,Rua Quatro de Outubro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210321Travessa Quatro de Outubro,54210321,Travessa Quatro de Outubro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210322Ladeira Quatro de Outubro,54210322,Ladeira Quatro de Outubro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542103242a Travessa Quatro de Outubro,54210324,2a Travessa Quatro de Outubro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210330Rua Rio Alexandria,54210330,Rua Rio Alexandria,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542103392a Travessa Bernardo Fonseca Lima,54210339,2a Travessa Bernardo Fonseca Lima,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210340Rua Bernardo Fonseca Lima,54210340,Rua Bernardo Fonseca Lima,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542103411a Travessa Bernardo Fonseca Lima,54210341,1a Travessa Bernardo Fonseca Lima,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210342Rua Marcelo Fonseca Lima,54210342,Rua Marcelo Fonseca Lima,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210350Rua Joao Barbosa,54210350,Rua Joao Barbosa,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210360Rua Conselheiro Jose Bonifacio,54210360,Rua Conselheiro Jose Bonifacio,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210361Rua Reumar Lunguinho Guedes,54210361,Rua Reumar Lunguinho Guedes,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210370Rua Vinte e Quatro de Fevereiro,54210370,Rua Vinte e Quatro de Fevereiro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210380Rua Dez de Novembro,54210380,Rua Dez de Novembro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210381Travessa Dez de Novembro,54210381,Travessa Dez de Novembro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210390Rua Analia de Souza Ramos,54210390,Rua Analia de Souza Ramos,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210400Rua Vertentes,54210400,Rua Vertentes,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210410Rua Doutor Zacarias Bezerra da Silva,54210410,Rua Doutor Zacarias Bezerra da Silva,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210420Rua Edson Regis,54210420,Rua Edson Regis,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210421Rua Hus Urepe,54210421,Rua Hus Urepe,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210422Rua Mussurepe,54210422,Rua Mussurepe,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210430Rua Doutor Joao Suassuna,54210430,Rua Doutor Joao Suassuna,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210440Rua Euvira Mendes Jacques,54210440,Rua Euvira Mendes Jacques,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210441Travessa Euvira Mendes Jacques,54210441,Travessa Euvira Mendes Jacques,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210445Rua Euvira Mendes Jacques,54210445,Rua Euvira Mendes Jacques,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210450Rua Doutor Joao Suassuna,54210450,Rua Doutor Joao Suassuna,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210451Travessa Doutor Joao Suassuna,54210451,Travessa Doutor Joao Suassuna,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542104522a Travessa Doutor Joao Suassuna,54210452,2a Travessa Doutor Joao Suassuna,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542104533a Travessa Doutor Joao Suassuna,54210453,3a Travessa Doutor Joao Suassuna,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542104544a Travessa Doutor Joao Suassuna,54210454,4a Travessa Doutor Joao Suassuna,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542104555a Travessa Doutor Joao Suassuna,54210455,5a Travessa Doutor Joao Suassuna,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210460Rua Murilo Braga,54210460,Rua Murilo Braga,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210461Vila Murilo Braga,54210461,Vila Murilo Braga,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542104621a Travessa Murilo Braga,54210462,1a Travessa Murilo Braga,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542104632a Travessa Murilo Braga,54210463,2a Travessa Murilo Braga,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542104643a Travessa Murilo Braga,54210464,3a Travessa Murilo Braga,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542104654a Travessa Murilo Braga,54210465,4a Travessa Murilo Braga,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542104665a Travessa Murilo Braga,54210466,5a Travessa Murilo Braga,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542104676a Travessa Murilo Braga,54210467,6a Travessa Murilo Braga,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210471Rua Rio Ubaldino,54210471,Rua Rio Ubaldino,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210480Rua Sofia Rodrigues Mendes,54210480,Rua Sofia Rodrigues Mendes,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210490Rua Augusto Calheiros,54210490,Rua Augusto Calheiros,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210500Rua da Vitoria,54210500,Rua da Vitoria,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542105091a Travessa Doutor Joao Pessoa,54210509,1a Travessa Doutor Joao Pessoa,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210511Travessa Mascarenhas de Morais,54210511,Travessa Mascarenhas de Morais,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210515Rua Mascarenhas de Morais,54210515,Rua Mascarenhas de Morais,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210520Rua Almeida Nicolau,54210520,Rua Almeida Nicolau,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210521Rua Altino Tavares,54210521,Rua Altino Tavares,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542105223a Travessa Alto do Progresso,54210522,3a Travessa Alto do Progresso,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210523Rua Alto dos Campos,54210523,Rua Alto dos Campos,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542105311a Travessa Analia de Souza Ramos,54210531,1a Travessa Analia de Souza Ramos,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210532Rua Buquim,54210532,Rua Buquim,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210533Rua Alto do Cavaleiro,54210533,Rua Alto do Cavaleiro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210534Rua Francisco Manoel Mesquita,54210534,Rua Francisco Manoel Mesquita,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210535Rua Frei Miguelinho,54210535,Rua Frei Miguelinho,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210536Avenida General Joao Zenobio da Costa,54210536,Avenida General Joao Zenobio da Costa,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542105372a Travessa Analia de Souza Ramos,54210537,2a Travessa Analia de Souza Ramos,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210540Rua Jose Liberato,54210540,Rua Jose Liberato,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210541Travessa Jose Liberato,54210541,Travessa Jose Liberato,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542105421a Travessa Jose Liberato,54210542,1a Travessa Jose Liberato,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542105432a Travessa Jose Liberato,54210543,2a Travessa Jose Liberato,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210544Rua Ladinaldo Brasil de Matos,54210544,Rua Ladinaldo Brasil de Matos,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210545Rua Manuel Elias de Franca,54210545,Rua Manuel Elias de Franca,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210546Rua Jose Minervino da Silva,54210546,Rua Jose Minervino da Silva,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210547Rua Manoel Queiroga,54210547,Rua Manoel Queiroga,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210548Rua do Progresso,54210548,Rua do Progresso,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210550Rua Suzano,54210550,Rua Suzano,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210555Rua Latana,54210555,Rua Latana,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210560Vila Sao Joao,54210560,Vila Sao Joao,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542105653o Alto do Progresso,54210565,3o Alto do Progresso,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210570Rua Sao Jose,54210570,Rua Sao Jose,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542105711a Travessa Sao Jose,54210571,1a Travessa Sao Jose,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542105722a Travessa Sao Jose,54210572,2a Travessa Sao Jose,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210580Rua Etelvina Maria da Penha,54210580,Rua Etelvina Maria da Penha,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210590Rua Otilia Paes de Souza,54210590,Rua Otilia Paes de Souza,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54210595Vila Padre Cicero,54210595,Vila Padre Cicero,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250000Avenida Governador Agamenon Magalhaes,54250000,Avenida Governador Agamenon Magalhaes,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542500011a Travessa Governador Agamenon Magalhaes,54250001,1a Travessa Governador Agamenon Magalhaes,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250002Rua Julia Benicio de Oliveira,54250002,Rua Julia Benicio de Oliveira,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542500033a Travessa Governador Agamenon Magalhaes,54250003,3a Travessa Governador Agamenon Magalhaes,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542500044a Travessa Governador Agamenon Magalhaes,54250004,4a Travessa Governador Agamenon Magalhaes,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542500055a Travessa Governador Agamenon Magalhaes,54250005,5a Travessa Governador Agamenon Magalhaes,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250010Rua Santos Dumont,54250010,Rua Santos Dumont,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250020Rua Sabere,54250020,Rua Sabere,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250021Rua do Sossego,54250021,Rua do Sossego,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250022Rua do Sossego,54250022,Rua do Sossego,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542500231a Travessa do Sossego,54250023,1a Travessa do Sossego,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542500243a Travessa do Sossego,54250024,3a Travessa do Sossego,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250030Rua Rosendo Adriano,54250030,Rua Rosendo Adriano,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250031Rua Vicente Celestino,54250031,Rua Vicente Celestino,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250040Rua Lagoa do Abrigo,54250040,Rua Lagoa do Abrigo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250050Rua Ladeira do Abrigo,54250050,Rua Ladeira do Abrigo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250055Rua Riacho Jangadinha,54250055,Rua Riacho Jangadinha,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250060Rua Edvaldo Paiva,54250060,Rua Edvaldo Paiva,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250070Rua Cleto Campelo,54250070,Rua Cleto Campelo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250080Rua Padre Nobrega,54250080,Rua Padre Nobrega,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250081Rua Ubaldo Lobo,54250081,Rua Ubaldo Lobo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542500821a Travessa Ubaldo Lobo,54250082,1a Travessa Ubaldo Lobo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542500843a Travessa Ubaldo Lobo,54250084,3a Travessa Ubaldo Lobo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542500854a Travessa Ubaldo Lobo,54250085,4a Travessa Ubaldo Lobo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250090Rua Manuel Francisco da Silva,54250090,Rua Manuel Francisco da Silva,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250100Rua Nove de Janeiro,54250100,Rua Nove de Janeiro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250101Travessa Nove de Janeiro,54250101,Travessa Nove de Janeiro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542501053o Alto Central do Abrigo,54250105,3o Alto Central do Abrigo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250110Rua da Bandeira,54250110,Rua da Bandeira,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250112Rua Tucunare,54250112,Rua Tucunare,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250120Rua do Cajueiro,54250120,Rua do Cajueiro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250130Travessa Manoel Bandeira,54250130,Travessa Manoel Bandeira,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250140Rua Guataras,54250140,Rua Guataras,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250150Rua da Castanhola,54250150,Rua da Castanhola,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250151Rua Central,54250151,Rua Central,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250160Rua Nespereira,54250160,Rua Nespereira,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250170Rua Olaria,54250170,Rua Olaria,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250171Travessa Severino Amaral,54250171,Travessa Severino Amaral,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250172Vila Olaria,54250172,Vila Olaria,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250173Rua Severino Amaral,54250173,Rua Severino Amaral,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542501744a Travessa Alfredo de Freitas,54250174,4a Travessa Alfredo de Freitas,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542501755a Travessa Alfredo de Freitas,54250175,5a Travessa Alfredo de Freitas,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542501766a Travessa Alfredo de Freitas,54250176,6a Travessa Alfredo de Freitas,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542501777a Travessa Alfredo de Freitas,54250177,7a Travessa Alfredo de Freitas,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542501788a Travessa Alfredo de Freitas,54250178,8a Travessa Alfredo de Freitas,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542501799a Travessa Alfredo Freitas,54250179,9a Travessa Alfredo Freitas,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250180Rua Alfredo de Freitas,54250180,Rua Alfredo de Freitas,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250181Travessa Alfredo de Freitas,54250181,Travessa Alfredo de Freitas,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542501822a Travessa Alfredo de Freitas,54250182,2a Travessa Alfredo de Freitas,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250190Rua da Cacimba,54250190,Rua da Cacimba,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250191Travessa da Cacimba,54250191,Travessa da Cacimba,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250192Subida da Cacimba,54250192,Subida da Cacimba,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250200Rua Rio Tejipio,54250200,Rua Rio Tejipio,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542502033a Travessa Alfredo de Freitas,54250203,3a Travessa Alfredo de Freitas,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542502052a Travessa do Sol,54250205,2a Travessa do Sol,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542502102a Travessa Alto do Abrigo,54250210,2a Travessa Alto do Abrigo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250211Rua Bom Jesus,54250211,Rua Bom Jesus,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542502201a Travessa do Abrigo,54250220,1a Travessa do Abrigo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542502212a Travessa do Abrigo,54250221,2a Travessa do Abrigo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542502251a Travessa Bom Jesus,54250225,1a Travessa Bom Jesus,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542502312a Travessa Bom Jesus,54250231,2a Travessa Bom Jesus,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250240Vila Central do Abrigo,54250240,Vila Central do Abrigo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250250Rua Dezesseis de Julho,54250250,Rua Dezesseis de Julho,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250251Travessa Dom Pedro II,54250251,Travessa Dom Pedro II,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250255Rua Santa Monica,54250255,Rua Santa Monica,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250260Rua Dom Pedro II,54250260,Rua Dom Pedro II,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542502611a Travessa Sao Lourenco,54250261,1a Travessa Sao Lourenco,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250262Rua Sao Lourenco,54250262,Rua Sao Lourenco,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542502632a Travessa Sao Lourenco,54250263,2a Travessa Sao Lourenco,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542502643a Travessa Sao Lourenco,54250264,3a Travessa Sao Lourenco,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250270Rua Maria de Araujo,54250270,Rua Maria de Araujo,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
542502792a Travessa Getulio Vargas,54250279,2a Travessa Getulio Vargas,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250280Rua Osvaldo Amaral,54250280,Rua Osvaldo Amaral,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250290Vila Guilhermina Pereira,54250290,Vila Guilhermina Pereira,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250300Rua Manoel Fonseca,54250300,Rua Manoel Fonseca,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250305Rua Joaquim Tenorio da Silva,54250305,Rua Joaquim Tenorio da Silva,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250310Rua Joaquim Tenorio da Silva,54250310,Rua Joaquim Tenorio da Silva,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250311Rua Alto Santa Terezinha,54250311,Rua Alto Santa Terezinha,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250320Rua Jose Alves Ribeiro,54250320,Rua Jose Alves Ribeiro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250321Travessa Jose Alves Ribeiro,54250321,Travessa Jose Alves Ribeiro,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250330Rua Jangadinha,54250330,Rua Jangadinha,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
54250340Rua Severino B. de Lima Filho,54250340,Rua Severino B. de Lima Filho,Cavaleiro,Distrito,DISTRITO NAO ENCONTRADO,Jaboatao dos Guararapes,Pernambuco
